date,home_team,away_team,tournament,result,home_elo,away_elo,elo_diff,home_legacy,away_legacy,legacy_diff,home_win_rate,away_win_rate,home_gd_pg,away_gd_pg,home_federation_AFC,home_federation_CAF,home_federation_CONCACAF,home_federation_CONMEBOL,home_federation_OFC,home_federation_OTHER,home_federation_UEFA,away_federation_AFC,away_federation_CAF,away_federation_CONCACAF,away_federation_CONMEBOL,away_federation_OFC,away_federation_OTHER,away_federation_UEFA
2015-03-27,Moldova,Sweden,UEFA Euro qualification,0,1419.037766844705,1737.7591495456702,-318.72138270096525,1432.4362422782037,1757.6877269715244,-325.25148469332066,0.2,0.3,0.1,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-27,North Macedonia,Belarus,UEFA Euro qualification,0,1543.4520116907745,1604.931129767145,-61.47911807637047,1530.9569136065065,1528.3132380052925,2.6436756012139995,0.2,0.3,-1.3,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-27,England,Lithuania,UEFA Euro qualification,2,1890.8118741960088,1476.5982828045394,414.21359139146944,1859.2722811036974,1467.0644208245756,392.20786027912186,0.6,0.3,1.1,-0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-27,Curaçao,Montserrat,FIFA World Cup qualification,2,1314.485891164857,1235.5179120279422,78.96797913691489,1365.031330589264,1303.7315351440172,61.29979544524667,0.3,0.2,-0.1,-2.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015-03-27,Liechtenstein,Austria,UEFA Euro qualification,0,1259.2041644000444,1724.094047486741,-464.8898830866965,1258.7393941598914,1625.8540890361578,-367.1146948762664,0.1,0.6,-2.2,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-28,Netherlands,Turkey,UEFA Euro qualification,1,1867.1967232702746,1700.627678320342,166.5690449499325,1883.569827962824,1704.8147345298403,178.7550934329838,0.4,0.5,0.6,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-28,Kazakhstan,Iceland,UEFA Euro qualification,0,1434.0869837315754,1610.6342366007536,-176.54725286917824,1452.9913833253374,1526.09938371027,-73.10800038493267,0.2,0.5,-0.4,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-28,Israel,Wales,UEFA Euro qualification,0,1660.0591467902286,1644.2296948513394,15.829451938889179,1630.1367234356435,1590.756781269726,39.379942165917555,0.4,0.4,0.3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-28,Czech Republic,Latvia,UEFA Euro qualification,1,1748.7869671918984,1481.6700703154233,267.11689687647504,1769.470630952348,1450.51692985854,318.95370109380815,0.6,0.2,0.6,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-28,Croatia,Norway,UEFA Euro qualification,2,1800.661266504498,1633.3596773527229,167.30158915177503,1789.8968645852706,1725.3377555117313,64.55910907353928,0.6,0.3,1.1,-0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-28,Bulgaria,Italy,UEFA Euro qualification,1,1600.2997195526857,1834.129472814685,-233.82975326199926,1679.5356447007334,1844.3515445065466,-164.81589980581316,0.3,0.6,-0.2,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-28,Belgium,Cyprus,UEFA Euro qualification,2,1846.6606036007506,1452.6809062278548,393.97969737289577,1708.72884862922,1503.4349635949277,205.29388503429232,0.7,0.2,1.3,-0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-28,Azerbaijan,Malta,UEFA Euro qualification,2,1466.3390390915297,1318.1597742735469,148.1792648179828,1406.0142286348807,1301.1012831931334,104.9129454417473,0.1,0.1,-1.3,-1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-28,Andorra,Bosnia and Herzegovina,UEFA Euro qualification,0,1124.4833367691183,1693.9299595436732,-569.446622774555,1253.9838022291021,1583.6728205906054,-329.68901836150326,0.0,0.4,-3.2,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Northern Ireland,Finland,UEFA Euro qualification,2,1495.39754264448,1636.7658176067723,-141.3682749622924,1534.2939166299996,1585.810730691868,-51.516814061868445,0.3,0.3,-0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Portugal,Serbia,UEFA Euro qualification,2,1872.6655354319041,1706.429288338894,166.2362470930102,1815.804538862634,1697.9822043852348,117.82233447739918,0.6,0.4,0.3,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Romania,Faroe Islands,UEFA Euro qualification,2,1771.5745907093426,1291.3018954524248,480.2726952569178,1741.9188412304145,1311.8581417216608,430.0606995087537,0.5,0.2,0.5,-0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Republic of Ireland,Poland,UEFA Euro qualification,1,1735.5518015971622,1745.1680917284843,-9.616290131322103,1745.3677560519425,1700.8476182638485,44.52013778809396,0.4,0.6,0.7,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Cayman Islands,Belize,FIFA World Cup qualification,1,1257.3262596817626,1348.134482129659,-90.80822244789647,1344.5516926294838,1363.0460609990164,-18.494368369532594,0.1,0.1,-1.5,-1.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-29,Scotland,Gibraltar,UEFA Euro qualification,2,1732.5828202541163,1518.2433876110708,214.33943264304548,1661.1330102942236,1529.1016534900132,132.03135680421042,0.5,0.2,0.2,-2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Hungary,Greece,UEFA Euro qualification,1,1671.2077606779455,1699.7384229808279,-28.53066230288232,1596.791879138937,1717.941686441274,-121.14980730233697,0.5,0.2,0.5,-0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Georgia,Germany,UEFA Euro qualification,0,1525.9173911269374,1971.1428397655498,-445.2254486386123,1495.8592579309097,1877.8156349255662,-381.95637699465647,0.4,0.6,-0.1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Dominica,British Virgin Islands,FIFA World Cup qualification,1,1233.8418122267271,1134.0519419750278,99.78987025169931,1329.4942410576848,1286.9594293964988,42.53481166118604,0.3,0.1,-0.8,-4.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-29,Bermuda,Bahamas,FIFA World Cup qualification,2,1489.854451134399,1373.9831246848964,115.87132644950248,1410.4206690261815,1413.1739975487947,-2.753328522613174,0.8,0.3,3.3,-1.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-29,Anguilla,Nicaragua,FIFA World Cup qualification,0,1119.431620285974,1284.755137386207,-165.32351710023295,1228.8499661165106,1216.6112494533454,12.238716663165178,0.1,0.2,-3.1,-0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-29,Albania,Armenia,UEFA Euro qualification,2,1601.6816958176596,1515.8653430416907,85.81635277596888,1475.908454586833,1459.2249717216741,16.683482865158794,0.4,0.1,0.6,-1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-03-29,Honduras,French Guiana,Gold Cup qualification,2,1605.1279629678584,1451.7006264030058,153.42733656485257,1647.3720718980549,1377.0749570314529,270.297114866602,0.0,0.4,-1.8,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015-03-31,Montserrat,Curaçao,FIFA World Cup qualification,1,1223.093167096215,1326.9106360965843,-103.81746900036933,1300.6309159114683,1364.4366783607416,-63.80576244927329,0.2,0.3,-2.4,-0.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-31,Israel,Belgium,UEFA Euro qualification,0,1643.330677568607,1849.6626544275239,-206.33197685891696,1630.6880447627448,1709.5691845841388,-78.88113982139407,0.4,0.7,0.2,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-05-24,Thailand,Vietnam,FIFA World Cup qualification,2,1531.664990182443,1469.3165705654133,62.348419617029776,1577.6153433404288,1447.6560510367183,129.95929230371053,0.6,0.6,0.8,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-07,Nicaragua,Suriname,FIFA World Cup qualification,2,1293.668652721474,1465.7877866864706,-172.11913396499654,1217.5198346257837,1441.090800054191,-223.57096542840736,0.2,0.6,-0.5,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-10,Saint Vincent and the Grenadines,Guyana,FIFA World Cup qualification,1,1416.982797355229,1441.2198261566086,-24.237028801379665,1448.6523906123716,1426.315528620579,22.336861991792603,0.5,0.3,0.4,-1.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-10,Aruba,Barbados,FIFA World Cup qualification,0,1260.9865939807823,1354.596621347519,-93.61002736673663,1265.9893729779994,1457.6583220926364,-191.66894911463692,0.3,0.5,0.3,0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-10,Antigua and Barbuda,Saint Lucia,FIFA World Cup qualification,0,1435.3111402086786,1267.9971973451698,167.31394286350883,1398.0890257372432,1391.642827508374,6.446198228869207,0.5,0.3,0.2,-0.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-10,Curaçao,Cuba,FIFA World Cup qualification,1,1348.409599312249,1492.1990018456545,-143.78940253340556,1356.2836705441528,1545.3205243186462,-189.03685377449347,0.4,0.4,0.0,-0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2015-06-11,Malaysia,Timor-Leste,FIFA World Cup qualification,2,1379.584496148894,1092.8125263128263,286.7719698360677,1409.5575555268917,1239.9053125492362,169.65224297765553,0.3,0.2,-0.7,-0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-11,Saint Kitts and Nevis,El Salvador,FIFA World Cup qualification,1,1461.142575023625,1542.430079945657,-81.28750492203199,1453.938052420202,1505.0774209798844,-51.13936855968245,0.6,0.3,0.9,-0.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-06-11,Dominica,Canada,FIFA World Cup qualification,0,1249.205497157512,1529.799807512572,-280.5943103550601,1327.342834258988,1600.8438987301288,-273.5010644711408,0.3,0.1,-0.7,-0.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-06-11,Yemen,North Korea,FIFA World Cup qualification,0,1357.6386954520572,1571.0750154800926,-213.43632002803542,1377.434458303278,1572.6114699254033,-195.1770116221253,0.1,0.3,-0.3,-0.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2015-06-11,Tajikistan,Jordan,FIFA World Cup qualification,0,1432.088264662506,1525.5489199780625,-93.46065531555655,1464.3577469094364,1570.4769583856464,-106.11921147621001,0.5,0.1,0.3,-0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-11,Saudi Arabia,Palestine,FIFA World Cup qualification,2,1585.2598765517364,1451.2416948322482,134.0181817194882,1687.7062173140923,1397.5865371131222,290.11968020097015,0.5,0.4,0.0,-0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-11,Philippines,Bahrain,FIFA World Cup qualification,2,1407.7977009693502,1606.1528905022944,-198.35518953294422,1215.4045249021246,1573.2276547216434,-357.8231298195187,0.5,0.4,0.9,-0.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-11,Maldives,Qatar,FIFA World Cup qualification,0,1282.6225603317425,1649.9514069406046,-367.328846608862,1268.1088672577746,1603.4332747021788,-335.3244074444042,0.1,0.4,-0.6,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2015-06-11,Lebanon,Kuwait,FIFA World Cup qualification,0,1489.4303624209326,1558.034339411268,-68.60397699033547,1473.8988513963743,1611.4489042055598,-137.55005280918544,0.2,0.1,-0.6,-1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-11,Guam,Turkmenistan,FIFA World Cup qualification,2,1231.7731852668178,1420.3741688711793,-188.60098360436155,1251.1637839008322,1476.9003340502852,-225.73655014945302,0.3,0.6,0.2,1.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-11,India,Oman,FIFA World Cup qualification,0,1350.2647053263643,1575.7794212687406,-225.51471594237637,1386.6221136523645,1584.192912879425,-197.57079922706043,0.4,0.2,0.4,-0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-06-11,Hong Kong,Bhutan,FIFA World Cup qualification,2,1381.3681318004217,1037.2555108995334,344.11262090088826,1400.2623045395217,1148.3403952979152,251.9219092416065,0.2,0.2,-1.2,-3.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-11,Dominican Republic,Belize,FIFA World Cup qualification,0,1428.1874175669075,1344.0453019998465,84.14211556706096,1384.3498005311183,1362.7975346845271,21.552265846591126,0.4,0.1,-0.6,-1.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-11,Chile,Ecuador,Copa América,2,1852.8625873258995,1791.5859289765278,61.2766583493717,1715.739250951316,1674.4104952367154,41.328755714600675,0.4,0.3,0.1,0.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2015-06-11,Bangladesh,Kyrgyzstan,FIFA World Cup qualification,0,1241.642384263037,1272.3440168049933,-30.701632541956315,1279.541324747498,1329.6207049771551,-50.07938022965709,0.3,0.1,0.2,-1.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2015-06-11,Afghanistan,Syria,FIFA World Cup qualification,0,1300.5332740074596,1545.5072911840198,-244.9740171765602,1240.675326395093,1542.1354474920693,-301.4601210969763,0.3,0.5,0.1,0.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-11,Laos,Myanmar,FIFA World Cup qualification,1,1169.6943150711045,1294.455788219767,-124.76147314866262,1220.2353614252233,1365.1707238196693,-144.93536239444597,0.3,0.4,-1.0,-0.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2015-06-11,Cambodia,Singapore,FIFA World Cup qualification,0,1106.8807989610527,1387.5679427473115,-280.68714378625873,1164.1338422036858,1449.6940524669246,-285.5602102632388,0.4,0.5,-0.1,0.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-12,Norway,Azerbaijan,UEFA Euro qualification,1,1630.457422763025,1468.9169434588794,161.54047930414572,1723.880538921664,1406.2329265597164,317.6476123619477,0.3,0.2,-0.3,-1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-12,Wales,Belgium,UEFA Euro qualification,2,1660.9581640729612,1875.3573741889775,-214.39921011601632,1591.2639209427787,1711.227904430897,-119.9639834881184,0.5,0.7,0.6,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-12,Guinea,Eswatini,African Cup of Nations qualification,0,1608.0650122157153,1314.5973189251333,293.467693290582,1558.4931082511005,1331.458600475325,227.0345077757754,0.3,0.2,-0.2,-0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-12,Guatemala,Bermuda,FIFA World Cup qualification,1,1510.5900217337194,1500.7077920970082,9.882229636711145,1555.659264744304,1411.4797861209577,144.1794786233463,0.2,0.8,-1.4,3.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015-06-12,Tunisia,Djibouti,African Cup of Nations qualification,2,1672.0214487717344,1097.57061577244,574.4508329992943,1675.9163372633113,1199.3258193277877,476.5905179355236,0.3,0.0,0.0,-3.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-12,Morocco,Libya,African Cup of Nations qualification,2,1599.1676343731149,1571.543573078581,27.62406129453393,1687.9091134320859,1534.3405172348914,153.56859619719444,0.5,0.3,1.1,-0.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-12,Puerto Rico,Grenada,FIFA World Cup qualification,2,1308.6833926446172,1309.9954130155902,-1.3120203709729594,1285.2644060887567,1435.1284509863215,-149.86404489756478,0.2,0.2,0.1,-0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-12,Mexico,Bolivia,Copa América,1,1796.7954431218716,1594.059776034922,202.73566708694966,1772.8696777401206,1568.9316142362727,203.93806350384784,0.4,0.1,0.0,-1.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015-06-12,Bosnia and Herzegovina,Israel,UEFA Euro qualification,2,1696.5193034789377,1635.8534628344378,60.665840644499895,1584.9323487586007,1631.9134235828562,-46.98107482425553,0.3,0.4,0.2,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015-06-12,Latvia,Netherlands,UEFA Euro qualification,0,1503.2464122934837,1859.9929010915441,-356.74648879806045,1453.7446754076195,1884.8587884653912,-431.11411305777165,0.2,0.4,-0.7,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-12,Kazakhstan,Turkey,UEFA Euro qualification,0,1442.0574698971313,1722.7781802416569,-280.7207103445255,1452.5941473214082,1706.8305413371986,-254.23639401579044,0.2,0.4,-0.2,-0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-06-12,Iceland,Czech Republic,UEFA Euro qualification,2,1615.1155289305202,1722.2641533931933,-107.14862446267307,1526.7907594173082,1772.232118014675,-245.44135859736684,0.6,0.4,1.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-12,Croatia,Italy,UEFA Euro qualification,1,1814.3692152161764,1827.8645201883814,-13.495304972205076,1791.4384237137872,1844.2343876246423,-52.79596391085511,0.7,0.5,2.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-12,Andorra,Cyprus,UEFA Euro qualification,0,1119.649899641384,1449.6788554010816,-330.0289557596975,1251.9024933444546,1505.1552171355781,-253.25272379112357,0.0,0.2,-2.9,-0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-12,Malta,Bulgaria,UEFA Euro qualification,0,1331.3944649617374,1598.2426131579543,-266.8481481962169,1300.338815898235,1678.3110081664813,-377.9721922682463,0.1,0.2,-1.2,-0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-13,Zambia,Guinea-Bissau,African Cup of Nations qualification,1,1595.4394720356745,1373.7524135709536,221.68705846472085,1588.8006904417925,1396.0522665664466,192.7484238753459,0.4,0.1,0.5,-0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,Uruguay,Jamaica,Copa América,2,1894.1831723964608,1558.7939620072755,335.38921038918534,1744.97220324163,1620.3448629126635,124.62734032896651,0.7,0.2,1.1,-0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2015-06-13,Uganda,Botswana,African Cup of Nations qualification,2,1574.9478081089878,1455.6274607102064,119.32034739878145,1529.080687360501,1427.5496146282992,101.53107273220189,0.4,0.1,0.1,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,South Africa,Gambia,African Cup of Nations qualification,1,1642.6028320596997,1430.6097366504605,211.99309540923923,1652.2623943119147,1428.427742566123,223.8346517457917,0.2,0.2,0.2,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,Senegal,Burundi,African Cup of Nations qualification,2,1712.8932628540163,1427.664851647539,285.2284112064772,1623.6372395356464,1424.2046115066437,199.43262802900267,0.6,0.2,0.7,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,Poland,Georgia,UEFA Euro qualification,2,1744.7253582510261,1517.774797932595,226.95056031843114,1701.296091283078,1496.2800909595528,205.0160003235253,0.5,0.4,1.4,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-13,Northern Ireland,Romania,UEFA Euro qualification,1,1524.1343676938277,1773.4710184370613,-249.33665074323358,1531.6716365878656,1741.7865308289836,-210.114894241118,0.4,0.6,0.1,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-13,Malawi,Zimbabwe,African Cup of Nations qualification,0,1455.9206802108542,1466.6168261973455,-10.696145986491274,1452.6340639731502,1535.3492972177128,-82.71523324456257,0.2,0.5,-0.5,0.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2015-06-13,Republic of Ireland,Scotland,UEFA Euro qualification,1,1742.6707283130643,1752.294668784375,-9.623940471310789,1744.5264972554166,1661.9672780070623,82.55921924835434,0.4,0.6,0.8,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-13,Gibraltar,Germany,UEFA Euro qualification,0,1506.159576620153,1950.733497010121,-444.57392038996795,1528.5849950947306,1878.5887983147488,-350.0038032200182,0.1,0.5,-3.4,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-13,Mali,South Sudan,African Cup of Nations qualification,2,1535.8161790431536,1378.0045887889712,157.81159025418242,1558.2601261183706,1441.8725060987742,116.3876200195964,0.2,0.0,-0.3,-2.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,Faroe Islands,Greece,UEFA Euro qualification,2,1289.405467724706,1698.4274828081907,-409.0220150834846,1310.2222029920104,1719.0000364441592,-408.7778334521488,0.2,0.1,-0.9,-0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-13,Denmark,Serbia,UEFA Euro qualification,2,1734.6113987499682,1704.5334197429024,30.077979007065778,1776.9141322362038,1699.6736816408818,77.24045059532205,0.5,0.4,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-13,Cape Verde,São Tomé and Príncipe,African Cup of Nations qualification,2,1602.688767961305,1330.5236160372892,272.16515192401584,1477.6190510802237,1366.6967578951687,110.92229318505497,0.5,0.2,0.4,-1.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,Burkina Faso,Comoros,African Cup of Nations qualification,2,1505.5249468379577,1231.3899962940905,274.13495054386726,1509.7595663347959,1278.5183523064943,231.24121402830156,0.3,0.0,0.2,-1.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,Armenia,Portugal,UEFA Euro qualification,0,1503.7388776178993,1854.2327799487068,-350.4939023308075,1459.71472553394,1816.8989456667125,-357.18422013277245,0.1,0.5,-1.6,-0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-13,Argentina,Paraguay,Copa América,1,1971.5051768007695,1692.844993485551,278.66018331521855,1873.682012192827,1714.0347792791995,159.64723291362748,0.6,0.2,1.4,-0.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2015-06-13,Angola,Central African Republic,African Cup of Nations qualification,2,1525.3729148532395,1347.888724318452,177.48419053478756,1558.848742819,1363.9406384505482,194.90810436845186,0.2,0.1,0.0,-1.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,Algeria,Seychelles,African Cup of Nations qualification,2,1696.0687278013797,1230.0535419304979,466.01518587088185,1602.7249944523155,1307.7683894565766,294.95660499573887,0.5,0.3,0.6,-0.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-13,Finland,Hungary,UEFA Euro qualification,0,1594.9416835951642,1680.2532870694117,-85.31160347424748,1587.9934486573638,1598.1429762879864,-10.149527630622515,0.3,0.5,-0.2,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-14,Niger,Namibia,African Cup of Nations qualification,2,1411.0805139090164,1470.4188046596803,-59.33829075066387,1421.235702562222,1403.026136469171,18.20956609305108,0.2,0.5,-0.7,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2015-06-14,Russia,Austria,UEFA Euro qualification,0,1768.7045649266051,1724.7280928158996,43.97647211070557,1736.2526144408216,1627.966547220034,108.28606722078757,0.4,0.5,0.9,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-14,Slovakia,North Macedonia,UEFA Euro qualification,2,1750.6583558103425,1538.9039883145597,211.75436749578284,1624.1112848670864,1530.6854934910623,93.42579137602411,0.9,0.1,1.3,-1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-14,Slovenia,England,UEFA Euro qualification,0,1600.73487588122,1883.7090959032441,-282.97422002202416,1594.5001004773787,1860.9238899276088,-266.42378945023006,0.3,0.7,-0.2,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-14,Sudan,Sierra Leone,African Cup of Nations qualification,2,1424.7877502708302,1440.3574553641029,-15.56970509327266,1469.640912783557,1476.067595721148,-6.4266829375910675,0.3,0.3,-0.9,-0.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-14,Guyana,Saint Vincent and the Grenadines,FIFA World Cup qualification,1,1440.1054767791861,1418.0971467326515,22.00833004653464,1426.4676132893142,1448.2661760604553,-21.798562771141178,0.3,0.4,-1.2,0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-14,Togo,Liberia,African Cup of Nations qualification,2,1473.1752749899902,1450.5990698285461,22.576205161444022,1496.8171084023988,1457.8238630075705,38.993245394828364,0.3,0.4,-0.7,-0.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-14,Ukraine,Luxembourg,UEFA Euro qualification,2,1789.5126948508207,1346.9414437323505,442.5712511184702,1689.0974630183512,1207.089109219576,482.00835379877526,0.6,0.0,0.7,-1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-14,Belize,Dominican Republic,FIFA World Cup qualification,2,1363.8461698416133,1408.3865497251406,-44.540379883527294,1362.4901210339588,1384.976052203058,-22.48593116909933,0.2,0.3,-1.0,-0.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-14,Antigua and Barbuda,Saint Lucia,FIFA World Cup qualification,2,1412.1511613176829,1291.1571762361655,120.9939850815174,1398.3798235065512,1390.594983184957,7.784840321594174,0.5,0.3,0.1,-0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-06-14,Mozambique,Rwanda,African Cup of Nations qualification,0,1490.1531784176077,1465.633286513202,24.519891904405767,1459.0394512247165,1454.6011890973991,4.43826212731733,0.3,0.5,0.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-14,Sweden,Montenegro,UEFA Euro qualification,2,1753.9916457723828,1615.8625984739958,138.12904729838692,1758.0821172512067,1602.1315685769366,155.95054867427007,0.4,0.3,0.6,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-14,Ethiopia,Lesotho,African Cup of Nations qualification,2,1442.9407362645936,1337.571304396444,105.3694318681496,1466.2078507810643,1324.0773752485618,142.1304755325025,0.1,0.1,-1.2,-1.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-14,Lithuania,Switzerland,UEFA Euro qualification,0,1443.3673743172535,1786.5738109382646,-343.2064366210111,1467.7624611496733,1699.581546994008,-231.81908584433472,0.2,0.5,-1.4,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-14,Ghana,Mauritius,African Cup of Nations qualification,2,1665.5950268395732,1253.640118252876,411.95490858669723,1639.0437668673967,1356.577315112203,282.4664517551937,0.5,0.2,0.4,-0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-14,Estonia,San Marino,UEFA Euro qualification,2,1553.5453694670432,1084.287646561511,469.2577229055321,1430.7754737580588,1183.2200075105122,247.55546624754652,0.4,0.0,-0.3,-3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015-06-14,Equatorial Guinea,Benin,African Cup of Nations qualification,1,1481.9831232354315,1445.9064296361662,36.076693599265354,1386.222295553699,1411.6810957548623,-25.458800201163285,0.4,0.4,0.2,-0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-14,Egypt,Tanzania,African Cup of Nations qualification,2,1697.0830053884904,1383.802193431392,313.2808119570984,1702.5442870682828,1431.8210291113658,270.723257956917,0.5,0.1,0.3,-0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0
